ensembl_gene_id chromosome_name start_position end_position
23834 ENSG00000254951 11 7754393 7905955
23835 ENSG00000254952 11 60159687 60160822
23836 ENSG00000254957 11 11135482 11137658
23837 ENSG00000254964 11 62606161 62606405
23838 ENSG00000254966 11 18706537 18740568
23839 ENSG00000254972 11 71701268 71705404
23840 ENSG00000254978 11 71800541 71804640
23841 ENSG00000254979 11 57387365 57424059
23842 ENSG00000254984 11 66771246 66771667
23843 ENSG00000254986 11 66480013 66509657
23844 ENSG00000254991 11 12066929 12073014
23845 ENSG00000254997 11 71548420 71549608
23846 ENSG00000255004 11 35281813 35286009
23847 ENSG00000255007 11 46256270 46274547
23848 ENSG00000255008 11 59560234 59566283
23849 ENSG00000255012 11 56609236 56614874
23850 ENSG00000255026 11 287305 288987
23851 ENSG00000255031 11 68050740 68053762
23852 ENSG00000255035 11 17435672 17436181
23853 ENSG00000255036 9 97238497 97377287
23854 ENSG00000255038 11 66067277 66069619
23855 ENSG00000255042 11 50258255 50298499
23856 ENSG00000255043 11 19502672 19507229
23857 ENSG00000255047 11 29668886 29669628
23858 ENSG00000255058 11 65160194 65160382
23859 ENSG00000255060 11 36425447 36426122
23860 ENSG00000255067 11 12848795 12849433
23861 ENSG00000255071 11 18231423 18248635
23862 ENSG00000255073 11 58579172 58624639
23863 ENSG00000255074 11 14440787 14441677
23864 ENSG00000255075 11 13756027 13757560
23865 ENSG00000255079 11 44694863 44696301
23866 ENSG00000255083 11 57018100 57019021
23867 ENSG00000255091 11 45651529 45652691
23868 ENSG00000255092 11 44606170 44608101
23869 ENSG00000255094 11 27978669 28019575
23870 ENSG00000255097 11 9242448 9245509
23871 ENSG00000255108 11 823634 832883
23872 ENSG00000255111 11 49892262 49893777
23873 ENSG00000255117 11 29594326 29631515
23874 ENSG00000255118 11 62336911 62338090
23875 ENSG00000255120 11 65789051 65790868
23876 ENSG00000255123 11 11239759 11240280
23877 ENSG00000255126 11 62391516 62393372
23878 ENSG00000255133 11 33813873 33822378
23879 ENSG00000255138 11 18189000 18189621
23880 ENSG00000255139 11 59565923 59639861
23881 ENSG00000255141 11 3972881 3974237
23882 ENSG00000255142 11 781645 782105
23883 ENSG00000255143 11 70129297 70149623
23884 ENSG00000255145 9 99397024 99906605
23885 ENSG00000255146 11 58044110 58060138
23886 ENSG00000255147 11 67749043 67756968
23887 ENSG00000255151 11 59086307 59094786
23888 ENSG00000255153 11 1309769 1310707
23889 ENSG00000255158 11 665910 678391
23890 ENSG00000255159 11 8768778 8810231
23891 ENSG00000255160 11 19299883 19308358
23892 ENSG00000255161 11 33787054 33787795
23893 ENSG00000255165 11 44071462 44072403
23894 ENSG00000255171 11 41714534 41857733
23895 ENSG00000255172 11 56619779 56620810
23896 ENSG00000255173 11 65117157 65117458
23897 ENSG00000255175 11 38618264 38646384
23898 ENSG00000255177 11 1242261 1249676
23899 ENSG00000255179 11 7222933 7230863
23900 ENSG00000255186 11 36386521 36388250
23901 ENSG00000255190 11 49874945 49876638
23902 ENSG00000255191 11 69985876 70015815
23903 ENSG00000255193 11 23730588 23796970
23904 ENSG00000255197 11 47381509 47409369
23905 ENSG00000255200 11 65174117 65176470
23906 ENSG00000255202 11 33665220 33696701
23907 ENSG00000255207 11 33450646 33450943
23908 ENSG00000255213 11 62330946 62331813
23909 ENSG00000255214 11 49871826 49874067
23910 ENSG00000255226 11 45749454 45752279
23911 ENSG00000255232 11 3961277 3961538
23912 ENSG00000255236 11 68121624 68130518
23913 ENSG00000255237 11 462930 463899
23914 ENSG00000255240 11 58933643 59058659
23915 ENSG00000255244 11 18934985 18939721
23916 ENSG00000255252 11 32097143 32105091
23917 ENSG00000255256 11 35972428 35989007
23918 ENSG00000255260 11 11243188 11243715
23919 ENSG00000255261 11 71620020 71621032
23920 ENSG00000255265 11 58796237 58796854
23921 ENSG00000255266 11 57870322 57870571
23922 ENSG00000255267 11 45371397 45388511
23923 ENSG00000255269 11 46213150 46220438
23924 ENSG00000255270 11 19380484 19385014
23925 ENSG00000255276 11 4137116 4138257
23926 ENSG00000255284 11 777574 784298
23927 ENSG00000255291 11 20574186 20575042
23928 ENSG00000255293 11 23403805 23406103
23929 ENSG00000255294 11 55475943 55478512
23930 ENSG00000255297 11 48589760 48590687
23931 ENSG00000255299 11 58497888 58505758
23932 ENSG00000255300 11 41993381 42163851
23933 ENSG00000255301 11 57476493 57477534
23934 ENSG00000255303 11 57861948 57873588
23935 ENSG00000255304 11 48496348 48497280
23936 ENSG00000255306 11 68024809 68030461
23937 ENSG00000255307 11 6169355 6170326
23938 ENSG00000255308 11 19196775 19281426
23939 ENSG00000255309 11 11759101 11759433
23940 ENSG00000255314 11 46123031 46177106
23941 ENSG00000255319 11 71711740 71781183
23942 ENSG00000255320 11 66244717 66257595
23943 ENSG00000255323 11 22445673 22492073
23944 ENSG00000255328 11 327171 330190
23945 ENSG00000255333 11 58354004 58354499
23946 ENSG00000255335 11 17695266 17696994
23947 ENSG00000255339 10 100505628 100529881
23948 ENSG00000255340 11 43378882 43385671
23949 ENSG00000255347 11 40083710 40084517
23950 ENSG00000255355 11 59669312 59676041
23951 ENSG00000255367 11 3481520 3581211
23952 ENSG00000255375 11 32132657 32143723
23953 ENSG00000255381 11 59142121 59142610
23954 ENSG00000255387 11 4210354 4212091
23955 ENSG00000255390 11 6621451 6622322
23956 ENSG00000255393 11 59978020 60031077
23957 ENSG00000255400 11 12086891 12089441
23958 ENSG00000255401 11 13488612 13489390
23959 ENSG00000255404 11 65795946 65797219
23960 ENSG00000255410 11 6630504 6658396
23961 ENSG00000255411 11 13784017 13848002
23962 ENSG00000255418 11 23154683 23203161
23963 ENSG00000255420 11 8011278 8016520
23964 ENSG00000255424 11 19029697 19030438
23965 ENSG00000255426 11 45733994 45735766
23966 ENSG00000255433 11 56848478 56878078
23967 ENSG00000255442 11 50170156 50190441
23968 ENSG00000255443 11 35210343 35214985
23969 ENSG00000255446 11 62421845 62426724
23970 ENSG00000255447 11 45813219 45825258
23971 ENSG00000255448 11 18000542 18022931
23972 ENSG00000255450 11 29275655 29276565
23973 ENSG00000255451 11 44468464 44470429
23974 ENSG00000255452 11 49092404 49092767
23975 ENSG00000255461 11 56296541 56297471
23976 ENSG00000255462 11 11570084 11573782
23977 ENSG00000255463 11 9631008 9631359
23978 ENSG00000255468 11 66347950 66364804
23979 ENSG00000255470 11 18140186 18189495
23980 ENSG00000255477 11 38498995 38500186
23981 ENSG00000255478 11 65367438 65375299
23982 ENSG00000255480 11 30425552 30429268
23983 ENSG00000255489 11 24701275 24701575
23984 ENSG00000255493 11 55430478 55432370
23985 ENSG00000255496 11 27696312 27877648
23986 ENSG00000255498 11 45905941 45906461
23987 ENSG00000255500 11 50268161 50269273
23988 ENSG00000255505 11 26427051 26427412
23989 ENSG00000255508 11 62559603 62591531
23990 ENSG00000255517 11 66473490 66480269
23991 ENSG00000255520 11 47123104 47130801
23992 ENSG00000255521 11 35132655 35138951
23993 ENSG00000255522 11 3531420 3531608
23994 ENSG00000255532 11 49305714 49379669
23995 ENSG00000255538 11 59748811 59749574
23996 ENSG00000255542 11 35419057 35421002
23997 ENSG00000255553 11 62049863 62082184
23998 ENSG00000255554 11 67974286 67975243
23999 ENSG00000255557 11 65745729 65771585
24000 ENSG00000255562 11 71603260 71608040
24001 ENSG00000255585 9 137776539 137789235
24002 ENSG00000255606 11 69438365 69444743
24003 ENSG00000255624 10 122879681 122898716
24004 ENSG00000255680 11 6618790 6619764
24005 ENSG00000255717 11 62851978 62855953
24006 ENSG00000255741 11 68941503 68942852
24007 ENSG00000255774 11 69475567 69481545
24008 ENSG00000255815 9 99305176 99306611
24009 ENSG00000255823 11 10507894 10509186
24010 ENSG00000255845 11 60813932 60821739
24011 ENSG00000255872 9 37588413 38068687
24012 ENSG00000255931 11 61496440 61506649
24013 ENSG00000255947 11 61654665 61655702
24014 ENSG00000255949 11 67431367 67435399
24015 ENSG00000255959 11 60835996 60842965
24016 ENSG00000255980 11 69425684 69429621
24017 ENSG00000256006 11 18405609 18406731
24018 ENSG00000256040 9 116398157 116400606
24019 ENSG00000256041 11 63032503 63033103
24020 ENSG00000256100 11 63974620 63988346
24021 ENSG00000256116 11 64229214 64234352
24022 ENSG00000256196 11 60916339 60925397
24023 ENSG00000256206 11 14493783 14520344
24024 ENSG00000256280 11 63834667 63834943
24025 ENSG00000256282 11 18590093 18599683
24026 ENSG00000256341 11 64118272 64119210
24027 ENSG00000256361 11 18511043 18511475
24028 ENSG00000256441 11 69737298 69738017
24029 ENSG00000256443 11 61539516 61542259
24030 ENSG00000256462 10 5524976 5525742
24031 ENSG00000256464 11 18490243 18490955
24032 ENSG00000256481 11 64081690 64087175
24033 ENSG00000256508 11 69012283 69018447
24034 ENSG00000256518 11 72158822 72159734
24035 ENSG00000256574 10 45302298 45315608
24036 ENSG00000256588 11 18507608 18508820
24037 ENSG00000256591 11 61429220 61485822
24038 ENSG00000256690 11 62832234 62834043
24039 ENSG00000256713 11 61241175 61251444
24040 ENSG00000256734 11 18450112 18450868
24041 ENSG00000256746 11 47270657 47272110
24042 ENSG00000256813 11 60841806 60851081
24043 ENSG00000256824 11 64035970 64103653
24044 ENSG00000256847 11 63243085 63244004
24045 ENSG00000256897 11 47220218 47221751
24046 ENSG00000256925 10 133083073 133088491
24047 ENSG00000256940 11 64245942 64248218
24048 ENSG00000256944 11 60913166 60914052
24049 ENSG00000256966 9 37512547 37592469
24050 ENSG00000256968 9 6748703 6748981
24051 ENSG00000257002 11 62909546 62918361
24052 ENSG00000257043 11 18665050 18665548
24053 ENSG00000257052 11 60906789 60909742
24054 ENSG00000257058 11 62545999 62547699
24055 ENSG00000257069 11 64291722 64304769
24056 ENSG00000257086 11 64246939 64249494
24057 ENSG00000257524 9 127867850 127906022
24058 ENSG00000257582 10 99526350 99531177
24059 ENSG00000258114 10 117425194 117490419
24060 ENSG00000258539 10 124617080 124791727
24061 ENSG00000258659 11 5619764 5644398
24062 ENSG00000258728 9 34646631 34661886
24063 ENSG00000259267 10 70939036 70955947
24064 ENSG00000259869 10 42751178 42754297
24065 ENSG00000259953 9 112028570 112039143
24066 ENSG00000259994 10 30302826 30306066
24067 ENSG00000260100 9 37078813 37079776
24068 ENSG00000260151 10 27343436 27344917
24069 ENSG00000260190 9 136937169 136937988
24070 ENSG00000260193 9 136107808 136109424
24071 ENSG00000260196 11 17380649 17383531
24072 ENSG00000260220 9 136249973 136306901
24073 ENSG00000260230 9 109130293 109167249
24074 ENSG00000260233 11 65568482 65570423
24075 ENSG00000260314 10 17809348 17911164
24076 ENSG00000260390 9 27829276 27844481
24077 ENSG00000260400 10 68698500 68700794
24078 ENSG00000260412 9 27937617 27944497
24079 ENSG00000260454 9 90996949 91001901
24080 ENSG00000260461 10 103877374 103879761
24081 ENSG00000260475 10 99621055 99621918
24082 ENSG00000260564 9 79889001 79892007
24083 ENSG00000260589 10 17641284 17643878
24084 ENSG00000260677 9 97743208 97744935
24085 ENSG00000260679 11 69921638 69926813
24086 ENSG00000260691 9 67832765 67920552
24087 ENSG00000260808 11 68612899 68616711
24088 ENSG00000260811 11 50032874 50033794
24089 ENSG00000260877 11 69299274 69372512
24090 ENSG00000260895 11 69103493 69109094
24091 ENSG00000260912 9 19453209 19455173
24092 ENSG00000260917 10 112823490 112827726
24093 ENSG00000260947 9 33697459 33700986
24094 ENSG00000260996 9 137293868 137295721
24095 ENSG00000261070 11 69147228 69171564
24096 ENSG00000261076 10 58325614 58327030
24097 ENSG00000261094 9 122937623 122940333
24098 ENSG00000261215 9 34661903 34666029
24099 ENSG00000261276 11 69004394 69005100
24100 ENSG00000261334 9 129480605 129482538
24101 ENSG00000261340 11 29980113 29982392
24102 ENSG00000261368 10 50964270 50965220
24103 ENSG00000261402 9 19926094 19929937
24104 ENSG00000261447 9 69672749 69673713
24105 ENSG00000261456 10 46888 74163
24106 ENSG00000261625 11 69000765 69002048
24107 ENSG00000261671 10 22257786 22258548
24108 ENSG00000261683 10 33759713 33772702
24109 ENSG00000261696 9 21394888 21396346
24110 ENSG00000262075 9 136322303 136327323
24111 ENSG00000262412 10 27243130 27250804
24112 ENSG00000262655 11 13962723 14268133
24113 ENSG00000263041 10 117825894 117831244
24114 ENSG00000263389 11 36010098 36010204
24115 ENSG00000263403 9 136519568 136519626
24116 ENSG00000263482 10 46233885 46273557
24117 ENSG00000263511 10 641689 641778
24118 ENSG00000263540 11 46753125 46753192
24119 ENSG00000263575 9 6007826 6007904
24120 ENSG00000263584 10 12578753 12578823
24121 ENSG00000263628 10 6152196 6152277
24122 ENSG00000263639 10 46033307 46048180
24123 ENSG00000263693 11 48096782 48096858
24124 ENSG00000263790 9 20411148 20411238
24125 ENSG00000263892 9 35608094 35608159
24126 ENSG00000263897 9 134379411 134379472
24127 ENSG00000263979 9 127869415 127869495
24128 ENSG00000264006 10 5154140 5185187
24129 ENSG00000264036 10 12328132 12328389
24130 ENSG00000264102 11 46376402 46376484
24131 ENSG00000264169 9 130400266 130400565
24132 ENSG00000264204 10 46109621 46131358
24133 ENSG00000264230 10 46375627 46391784
24134 ENSG00000264404 10 47588681 47619480
24135 ENSG00000264438 9 128709780 128710043
24136 ENSG00000264493 11 1859464 1859536
24137 ENSG00000264519 11 63797784 63798071
24138 ENSG00000264530 9 6542094 6542353
24139 ENSG00000264559 11 59595077 59595158
24140 ENSG00000264572 10 125032783 125032870
24141 ENSG00000264583 11 47400970 47401042
24142 ENSG00000264610 10 98431292 98431360
24143 ENSG00000264717 10 47918739 47923524
24144 ENSG00000264763 10 112634170 112634254
24145 ENSG00000264800 10 48985512 48985587
24146 ENSG00000264801 9 21929457 21931073
24147 ENSG00000264941 9 20502265 20502342
24148 ENSG00000264984 11 9090312 9090379
24149 ENSG00000265018 10 48009873 48031640
24150 ENSG00000265112 9 89312225 89312306
24151 ENSG00000265181 9 136546173 136546259
24152 ENSG00000265190 10 47460162 47484158
24153 ENSG00000265194 9 21858910 21861926
24154 ENSG00000265203 10 47348363 47357881
24155 ENSG00000265210 11 19575310 19575372
24156 ENSG00000265319 10 33034655 33034924
24157 ENSG00000265354 10 45972489 46003742
24158 ENSG00000265366 10 46759019 46786770
24159 ENSG00000265368 9 36893462 36893531
24160 ENSG00000265370 10 119958513 119958592
24161 ENSG00000265395 10 133371556 133371663
24162 ENSG00000265442 10 122416965 122417067
24163 ENSG00000265539 11 69083176 69083258
24164 ENSG00000265559 11 47557534 47557833
24165 ENSG00000265566 11 57528085 57528365
24166 ENSG00000265630 10 47563604 47569697
24167 ENSG00000265719 10 119377972 119378043
24168 ENSG00000265733 10 45984610 45984810
24169 ENSG00000265735 9 9442060 9442380
24170 ENSG00000265763 10 47365496 47384293
24171 ENSG00000265806 9 136830957 136831023
24172 ENSG00000265873 9 88745836 88745905
24173 ENSG00000265874 11 65649192 65649253
24174 ENSG00000265973 11 49843488 49846533
24175 ENSG00000266006 11 61508596 61508657
24176 ENSG00000266017 9 63819574 63819654
24177 ENSG00000266041 11 65636310 65636369
24178 ENSG00000266200 10 116620953 116645143
24179 ENSG00000266217 10 47581211 47582321
24180 ENSG00000266228 10 35079598 35079680
24181 ENSG00000266315 9 111932100 111932169
24182 ENSG00000266407 10 96064315 96064399
24183 ENSG00000266412 10 46005088 46030623
24184 ENSG00000266423 11 66934434 66934506
24185 ENSG00000266446 9 21995482 21996013
24186 ENSG00000266467 10 68007718 68008017
24187 ENSG00000266507 9 136886733 136886803
24188 ENSG00000266524 10 47300197 47313577
24189 ENSG00000266676 10 129843299 129843374
24190 ENSG00000266719 10 72721029 72721100
24191 ENSG00000266852 10 104268336 104268405
24192 ENSG00000266863 9 6661651 6661942
24193 ENSG00000267026 9 98847172 98872415
24194 ENSG00000267206 9 136744017 136748525
24195 ENSG00000267559 9 81930226 81977089
24196 ENSG00000267811 11 62771120 62771606
24197 ENSG00000267834 9 129004502 129004998
24198 ENSG00000267940 11 6201901 6203253
24199 ENSG00000268234 9 42384805 42386136
24200 ENSG00000268364 9 70193997 70258866
24201 ENSG00000268403 11 9459556 9460702
24202 ENSG00000268584 10 73625996 73626790
24203 ENSG00000268615 9 129328261 129328401
24204 ENSG00000268659 10 75642476 75643106
24205 ENSG00000268707 9 129170434 129170940
24206 ENSG00000268894 10 94278681 94287478
24207 ENSG00000268926 9 95772323 95776282
24208 ENSG00000268996 9 137084946 137086817
24209 ENSG00000269038 11 64778954 64779405
24210 ENSG00000269176 11 62786023 62786785
24211 ENSG00000269256 10 76558350 76560994
24212 ENSG00000269463 11 62807682 62808063
24213 ENSG00000269570 11 58611119 58612642
24214 ENSG00000269609 10 102449816 102461106
24215 ENSG00000269821 11 2608328 2699994
24216 ENSG00000269891 10 97153045 97292637
24217 ENSG00000269897 10 22316388 22329542
24218 ENSG00000269907 9 96910076 96910405
24219 ENSG00000269915 11 708564 727047
24220 ENSG00000269929 9 94166258 94200902
24221 ENSG00000269952 10 35210416 35210750
24222 ENSG00000269970 9 122372605 122372825
24223 ENSG00000269994 9 87008440 87042419
24224 ENSG00000270002 10 85644073 85648066
24225 ENSG00000270025 10 48050282 48060016
24226 ENSG00000270060 11 47168281 47169563
24227 ENSG00000270072 11 47513605 47514889
24228 ENSG00000270087 10 75279725 75401246
24229 ENSG00000270099 10 95860548 95924844
24230 ENSG00000270111 10 10369809 10462361
24231 ENSG00000270117 11 65498010 65498405
24232 ENSG00000270166 9 84078584 84078857
24233 ENSG00000270236 9 69107926 69108217
24234 ENSG00000270258 10 45055656 45056268
24235 ENSG00000270259 9 137286112 137287236
24236 ENSG00000270294 10 109680442 109681041
24237 ENSG00000270300 10 119793589 119816642
24238 ENSG00000270316 10 102854272 102901899
24239 ENSG00000270332 9 104077308 104093073
24240 ENSG00000270352 10 63658074 63658521
24241 ENSG00000270412 9 98943337 98943775
24242 ENSG00000270427 10 5776071 5776858
24243 ENSG00000270434 10 45812648 45812944
24244 ENSG00000270435 11 6297189 6298606
24245 ENSG00000270491 11 34742906 34743199
24246 ENSG00000270526 11 65514403 65514923
24247 ENSG00000270542 9 33449755 33449941
24248 ENSG00000270547 9 13406380 13488125
24249 ENSG00000270589 10 110910596 110912244
24250 ENSG00000270607 11 19710934 19712619
24251 ENSG00000270639 9 4768617 4769895
24252 ENSG00000270670 10 89837612 89839334
24253 ENSG00000270688 9 86228815 86228983
24254 ENSG00000270755 9 130044713 130045081
24255 ENSG00000270775 11 65025390 65026515
24256 ENSG00000270808 10 73740538 73740823
24257 ENSG00000270874 10 86854696 86856236
24258 ENSG00000270897 11 11182107 11182413
24259 ENSG00000270903 11 32591793 32592771
24260 ENSG00000270917 9 120812475 120812845
24261 ENSG00000270929 11 59898185 59899133
24262 ENSG00000270965 10 115819842 115820487
24263 ENSG00000270972 11 333192 333688
24264 ENSG00000270982 9 101449801 101449933
24265 ENSG00000271046 10 11679675 11680514
24266 ENSG00000271086 9 99355337 99377240
24267 ENSG00000271155 9 95506235 95507636
24268 ENSG00000271173 10 43728217 43728728
24269 ENSG00000271237 10 49551308 49552652
24270 ENSG00000271314 9 95494924 95495379
24271 ENSG00000271335 10 35314552 35336401
24272 ENSG00000271343 10 119093140 119093341
24273 ENSG00000271350 11 47041027 47041945
24274 ENSG00000271353 10 119562101 119562530
24275 ENSG00000271360 10 11611305 11612227
24276 ENSG00000271369 11 34709600 34710161
24277 ENSG00000271384 9 95406990 95407662
24278 ENSG00000271385 10 91464578 91464708
24279 ENSG00000271409 10 70929925 70932057
24280 ENSG00000271434 10 124447152 124450048
24281 ENSG00000271491 11 23370116 23377644
24282 ENSG00000271525 9 134078904 134079444
24283 ENSG00000271557 11 47841324 47841682
24284 ENSG00000271563 10 25691537 25692323
24285 ENSG00000271573 10 87027184 87027477
24286 ENSG00000271631 9 112885158 112885767
24287 ENSG00000271659 9 95514045 95514520
24288 ENSG00000271670 10 120879256 120880667
24289 ENSG00000271816 10 73699151 73730487
24290 ENSG00000271833 9 127366770 127367397
24291 ENSG00000271848 10 73653980 73675450
24292 ENSG00000271880 10 86970741 87010126
24293 ENSG00000271933 10 84138420 84140582
24294 ENSG00000271981 10 22332587 22332981
24295 ENSG00000271985 10 79526508 79526631
24296 ENSG00000272034 11 17074654 17074744
24297 ENSG00000272055 10 13217269 13217375
24298 ENSG00000272113 9 32820261 32820350
24299 ENSG00000272140 10 73703735 73713581
24300 ENSG00000272160 10 109869858 109869992
24301 ENSG00000272232 9 70579163 70579461
24302 ENSG00000272319 10 42579724 42579858
24303 ENSG00000272366 10 22340377 22340615
24304 ENSG00000272381 10 31187715 31261910
24305 ENSG00000272447 10 79825902 79827602
24306 ENSG00000272489 10 79663192 79664786
24307 ENSG00000272507 10 12116280 12116379
24308 ENSG00000272508 10 86993432 87024732
24309 ENSG00000272516 10 22332404 22332987
24310 ENSG00000272572 10 100911103 100912739
24311 ENSG00000272589 10 73796514 73801399
24312 ENSG00000272592 10 61684892 61685388
24313 ENSG00000272599 10 73124573 73125532
24314 ENSG00000272627 10 72766560 72767052
24315 ENSG00000272630 10 73098044 73101297
24316 ENSG00000272631 10 86749754 86756298
24317 ENSG00000272634 11 4709569 4712421
24318 ENSG00000272692 10 75409142 75411842
24319 ENSG00000272696 9 128316337 128316909
24320 ENSG00000272734 10 86965345 86971311
24321 ENSG00000272748 10 74821610 74822130
24322 ENSG00000272764 10 5813985 5814441
24323 ENSG00000272767 10 63465229 63466563
24324 ENSG00000272791 10 73630556 73631490
24325 ENSG00000272817 10 91908131 91909348
24326 ENSG00000272842 9 19371386 19371945
24327 ENSG00000272853 10 14877688 14878686
24328 ENSG00000272866 9 5351796 5352410
24329 ENSG00000272871 9 14588797 14590065
24330 ENSG00000272892 10 67849525 67850746
24331 ENSG00000272896 9 136791379 136800595
24332 ENSG00000272904 9 38542479 38568422
24333 ENSG00000272912 10 102914585 102915404
24334 ENSG00000272914 10 30831828 30833387
24335 ENSG00000272916 10 73796514 73811651
24336 ENSG00000272933 10 102642792 102644140
24337 ENSG00000272983 10 38137337 38144399
24338 ENSG00000272988 10 72053294 72054037
24339 ENSG00000273001 10 3065424 3066001
24340 ENSG00000273003 11 65014182 65040570
24341 ENSG00000273008 10 43136824 43138334
24342 ENSG00000273012 10 33341655 33341905
24343 ENSG00000273056 9 7786105 7786688
24344 ENSG00000273061 9 4676600 4679502
24345 ENSG00000273066 9 136799223 136810042
24346 ENSG00000273107 10 24953241 24953513
24347 ENSG00000273108 10 103608619 103610050
24348 ENSG00000273124 10 90997480 90997713
24349 ENSG00000273143 10 110428840 110496590
24350 ENSG00000273153 10 17137336 17137585
24351 ENSG00000273162 10 101060029 101061005
24352 ENSG00000273186 9 128431598 128432006
24353 ENSG00000273226 9 19375451 19375996
24354 ENSG00000273248 10 75408973 75409326
24355 ENSG00000273249 9 134132242 134135772
24356 ENSG00000273262 10 102483039 102483559
24357 ENSG00000273312 10 35604485 35608153
24358 ENSG00000273327 10 133430394 133431318
24359 ENSG00000273336 10 133481238 133481770
24360 ENSG00000273363 10 44958917 44959458
24361 ENSG00000273372 10 79968213 79973213
24362 ENSG00000273381 9 91206175 91210299
24363 ENSG00000273399 9 14586766 14587326
24364 ENSG00000273450 10 94314907 94315327
24365 ENSG00000273473 9 134168769 134169340
24366 ENSG00000273474 10 13675646 13675990
24367 ENSG00000273476 10 100967688 100968135
24368 ENSG00000273485 10 103450196 103450852
24369 ENSG00000273497 10 91896704 91896897
24370 ENSG00000273509 9 62924911 62934964
24371 ENSG00000273514 9 41126435 41128681
24372 ENSG00000273521 10 131980240 131981337
24373 ENSG00000273597 9 35001342 35002994
24374 ENSG00000273599 10 124996064 125001491
24375 ENSG00000273677 11 32436311 32436447
24376 ENSG00000273760 10 47970043 47973496
24377 ENSG00000273767 10 121949412 121949487
24378 ENSG00000273819 11 67812557 67873367
24379 ENSG00000273891 10 121965764 121967700
24380 ENSG00000273904 10 114168156 114168280
24381 ENSG00000273932 9 133051996 133052059
24382 ENSG00000273946 10 87154041 87154369
24383 ENSG00000273980 10 133257144 133257551
24384 ENSG00000274008 10 69098496 69098794
24385 ENSG00000274026 9 67717411 67719178
24386 ENSG00000274066 11 62792702 62792771
24387 ENSG00000274115 9 95065350 95065446
24388 ENSG00000274167 10 42242721 42276842
24389 ENSG00000274209 10 46286345 46330207
24390 ENSG00000274251 11 67353629 67354348
24391 ENSG00000274314 11 64902387 64902455
24392 ENSG00000274349 9 66856426 66932141
24393 ENSG00000274355 9 66976520 66976991
24394 ENSG00000274421 9 70310875 70312120
24395 ENSG00000274461 10 120608580 120825317
24396 ENSG00000274510 9 125417305 125417586
24397 ENSG00000274516 9 60929774 60936746
24398 ENSG00000274583 9 61205258 61212373
24399 ENSG00000274589 11 18538885 18539189
24400 ENSG00000274628 9 66047084 66055006
24401 ENSG00000274685 10 133374736 133374869
24402 ENSG00000274688 9 41700480 41700696
24403 ENSG00000274691 10 95173085 95173187
24404 ENSG00000274742 10 101912998 101913279
24405 ENSG00000274824 10 71790747 71790800
24406 ENSG00000274932 9 123485529 123485622
24407 ENSG00000274985 10 29421476 29422012
24408 ENSG00000274986 11 64898363 64898437
24409 ENSG00000275005 10 129845328 129845895
24410 ENSG00000275015 10 88259129 88259372
24411 ENSG00000275017 9 88391362 88391832
24412 ENSG00000275022 11 68044794 68044957
24413 ENSG00000275024 10 114280725 114281258
24414 ENSG00000275026 9 66022661 66027719
24415 ENSG00000275036 10 28289258 28289350
24416 ENSG00000275068 9 64082429 64082534
24417 ENSG00000275144 9 42923277 42924144
24418 ENSG00000275160 9 41479960 41480548
24419 ENSG00000275208 11 47179611 47179737
24420 ENSG00000275239 9 41657708 41699072
24421 ENSG00000275297 9 41760088 41764175
24422 ENSG00000275318 9 92840955 92841688
24423 ENSG00000275327 10 129837505 129837794
24424 ENSG00000275329 9 136122521 136124363
24425 ENSG00000275344 11 60209071 60209156
24426 ENSG00000275373 11 12163683 12163767
24427 ENSG00000275377 9 40929010 40929092
24428 ENSG00000275390 9 40767870 40806344
24429 ENSG00000275450 9 41276280 41282846
24430 ENSG00000275465 9 96105741 96116411
24431 ENSG00000275484 11 67374416 67374932
24432 ENSG00000275493 9 67725914 67726255
24433 ENSG00000275549 9 137250219 137253497
24434 ENSG00000275598 11 63469376 63470944
24435 ENSG00000275612 11 7698951 7699393
24436 ENSG00000275649 9 42231811 42354454
24437 ENSG00000275651 9 33467869 33467935
24438 ENSG00000275666 11 2652099 2652562
24439 ENSG00000275676 9 61229913 61231863
24440 ENSG00000275693 10 88992370 88992539
24441 ENSG00000275725 11 44656771 44656920
24442 ENSG00000275948 11 65445541 65445598
24443 ENSG00000276015 11 2697851 2698076
24444 ENSG00000276029 9 41233755 41233835
24445 ENSG00000276102 11 62567011 62567071
24446 ENSG00000276105 11 2674097 2674292
24447 ENSG00000276119 9 104604671 104605627
24448 ENSG00000276124 9 129869605 129869671
24449 ENSG00000276128 9 42974855 43045120
24450 ENSG00000276291 9 40992245 41218410
24451 ENSG00000276375 10 130282445 130286604
24452 ENSG00000276386 9 67059560 67293468
24453 ENSG00000276412 9 41651658 41654594
24454 ENSG00000276422 9 60943311 60964196
24455 ENSG00000276462 9 41100793 41119909
24456 ENSG00000276478 9 87799501 87821803
24457 ENSG00000276494 11 2674625 2674740
24458 ENSG00000276500 9 40505399 40566281
24459 ENSG00000276531 10 72483245 72483812
24460 ENSG00000276639 11 45691704 45691776
24461 ENSG00000276667 9 19895800 19895973
24462 ENSG00000276730 9 36072686 36072762
24463 ENSG00000276742 10 121956782 121957098
24464 ENSG00000276759 9 26066675 26118408
24465 ENSG00000276769 11 67490245 67490315
24466 ENSG00000276805 10 38403189 38452153
24467 ENSG00000276832 9 41340823 41355538
24468 ENSG00000276845 9 61944232 61945136
24469 ENSG00000276850 10 47908064 47991877
